record_id,subset,label,duration_s,n_segments,cache_path,fold
e00653,training-e,normal,32.242,11,cache/cinc2016/e00653.npz,3
e00654,training-e,normal,21.902,7,cache/cinc2016/e00654.npz,1
e00655,training-e,normal,36.338,13,cache/cinc2016/e00655.npz,3
e00656,training-e,normal,10.975,3,cache/cinc2016/e00656.npz,0
e00657,training-e,abnormal,20.0625,7,cache/cinc2016/e00657.npz,4
e00658,training-e,normal,30.677,11,cache/cinc2016/e00658.npz,1
e00659,training-e,normal,24.171,8,cache/cinc2016/e00659.npz,2
e00660,training-e,normal,26.387,9,cache/cinc2016/e00660.npz,1
e00661,training-e,normal,29.318,10,cache/cinc2016/e00661.npz,2
e00662,training-e,normal,9.437,2,cache/cinc2016/e00662.npz,2
e00663,training-e,normal,39.193,14,cache/cinc2016/e00663.npz,4
e00664,training-e,normal,19.053,6,cache/cinc2016/e00664.npz,3
e00665,training-e,normal,26.885,9,cache/cinc2016/e00665.npz,3
e00666,training-e,normal,18.165,6,cache/cinc2016/e00666.npz,4
e00667,training-e,normal,23.297,8,cache/cinc2016/e00667.npz,3
e00668,training-e,normal,41.164,15,cache/cinc2016/e00668.npz,4
e00669,training-e,normal,25.245,9,cache/cinc2016/e00669.npz,3
e00670,training-e,abnormal,10.844,3,cache/cinc2016/e00670.npz,3
e00671,training-e,normal,23.483,8,cache/cinc2016/e00671.npz,4
e00672,training-e,normal,44.929,16,cache/cinc2016/e00672.npz,2
e00673,training-e,normal,8.95,2,cache/cinc2016/e00673.npz,2
e00674,training-e,normal,18.38,6,cache/cinc2016/e00674.npz,4
e00675,training-e,normal,23.127,8,cache/cinc2016/e00675.npz,4
e00676,training-e,normal,19.689,6,cache/cinc2016/e00676.npz,2
e00677,training-e,normal,9.916,2,cache/cinc2016/e00677.npz,0
e00678,training-e,normal,21.183,7,cache/cinc2016/e00678.npz,3
e00679,training-e,normal,15.592,5,cache/cinc2016/e00679.npz,0
e00680,training-e,normal,10.266,3,cache/cinc2016/e00680.npz,2
e00681,training-e,normal,19.309,6,cache/cinc2016/e00681.npz,2
e00682,training-e,normal,27.186,9,cache/cinc2016/e00682.npz,1
e00683,training-e,normal,19.753,6,cache/cinc2016/e00683.npz,4
e00684,training-e,normal,26.765,9,cache/cinc2016/e00684.npz,2
e00685,training-e,normal,34.312,12,cache/cinc2016/e00685.npz,2
e00686,training-e,normal,19.179,6,cache/cinc2016/e00686.npz,3
e00687,training-e,normal,19.722,6,cache/cinc2016/e00687.npz,0
e00688,training-e,normal,25.334,9,cache/cinc2016/e00688.npz,4
e00689,training-e,normal,8.341,2,cache/cinc2016/e00689.npz,1
e00690,training-e,normal,16.737,5,cache/cinc2016/e00690.npz,4
e00691,training-e,normal,41.262,15,cache/cinc2016/e00691.npz,2
e00692,training-e,normal,26.994,9,cache/cinc2016/e00692.npz,1
e00693,training-e,abnormal,19.32,6,cache/cinc2016/e00693.npz,3
e00694,training-e,normal,22.802,8,cache/cinc2016/e00694.npz,4
e00695,training-e,normal,20.279,7,cache/cinc2016/e00695.npz,2
e00696,training-e,normal,27.765,10,cache/cinc2016/e00696.npz,2
e00697,training-e,normal,20.295,7,cache/cinc2016/e00697.npz,4
e00698,training-e,normal,10.688,3,cache/cinc2016/e00698.npz,4
e00699,training-e,abnormal,14.977,4,cache/cinc2016/e00699.npz,0
e00700,training-e,normal,19.882,6,cache/cinc2016/e00700.npz,0
e00701,training-e,normal,17.812,6,cache/cinc2016/e00701.npz,3
e00702,training-e,normal,29.917,10,cache/cinc2016/e00702.npz,3
e00703,training-e,abnormal,12.214,3,cache/cinc2016/e00703.npz,3
e00704,training-e,normal,13.97,4,cache/cinc2016/e00704.npz,1
e00705,training-e,normal,34.023,12,cache/cinc2016/e00705.npz,0
e00706,training-e,normal,21.95,7,cache/cinc2016/e00706.npz,0
e00707,training-e,normal,24.201,8,cache/cinc2016/e00707.npz,1
e00708,training-e,normal,26.978,9,cache/cinc2016/e00708.npz,4
e00709,training-e,normal,19.977,6,cache/cinc2016/e00709.npz,4
e00710,training-e,normal,15.558,5,cache/cinc2016/e00710.npz,1
e00711,training-e,normal,19.374,6,cache/cinc2016/e00711.npz,3
e00712,training-e,normal,20.241,7,cache/cinc2016/e00712.npz,3
e00713,training-e,abnormal,23.5915,8,cache/cinc2016/e00713.npz,2
e00714,training-e,normal,12.29,3,cache/cinc2016/e00714.npz,4
e00715,training-e,normal,24.61,8,cache/cinc2016/e00715.npz,2
e00716,training-e,normal,15.467,5,cache/cinc2016/e00716.npz,3
e00717,training-e,normal,19.72,6,cache/cinc2016/e00717.npz,2
e00718,training-e,normal,17.635,6,cache/cinc2016/e00718.npz,1
e00719,training-e,normal,17.082,5,cache/cinc2016/e00719.npz,0
e00720,training-e,normal,23.66,8,cache/cinc2016/e00720.npz,2
e00721,training-e,normal,16.885,5,cache/cinc2016/e00721.npz,2
e00722,training-e,normal,13.29,4,cache/cinc2016/e00722.npz,2
e00723,training-e,normal,25.443,9,cache/cinc2016/e00723.npz,2
e00724,training-e,normal,17.268,5,cache/cinc2016/e00724.npz,3
e00725,training-e,normal,29.595,10,cache/cinc2016/e00725.npz,0
e00726,training-e,normal,43.763,16,cache/cinc2016/e00726.npz,0
e00727,training-e,normal,48.798,18,cache/cinc2016/e00727.npz,4
e00728,training-e,normal,26.187,9,cache/cinc2016/e00728.npz,4
e00729,training-e,normal,20.435,7,cache/cinc2016/e00729.npz,1
e00730,training-e,normal,25.887,9,cache/cinc2016/e00730.npz,3
e00731,training-e,abnormal,49.252,18,cache/cinc2016/e00731.npz,4
e00732,training-e,normal,40.098,15,cache/cinc2016/e00732.npz,0
e00733,training-e,normal,13.284,4,cache/cinc2016/e00733.npz,2
e00734,training-e,normal,27.231,9,cache/cinc2016/e00734.npz,3
e00735,training-e,normal,20.224,7,cache/cinc2016/e00735.npz,1
e00736,training-e,normal,21.6,7,cache/cinc2016/e00736.npz,2
e00737,training-e,abnormal,22.7095,8,cache/cinc2016/e00737.npz,2
e00738,training-e,normal,26.77,9,cache/cinc2016/e00738.npz,3
e00739,training-e,normal,17.556,6,cache/cinc2016/e00739.npz,3
e00740,training-e,normal,23.443,8,cache/cinc2016/e00740.npz,4
e00741,training-e,normal,16.261,5,cache/cinc2016/e00741.npz,3
e00742,training-e,normal,29.638,10,cache/cinc2016/e00742.npz,0
e00743,training-e,normal,19.457,6,cache/cinc2016/e00743.npz,4
e00744,training-e,normal,28.821,10,cache/cinc2016/e00744.npz,1
e00745,training-e,normal,23.872,8,cache/cinc2016/e00745.npz,1
e00746,training-e,normal,19.226,6,cache/cinc2016/e00746.npz,1
e00747,training-e,normal,17.189,5,cache/cinc2016/e00747.npz,3
e00748,training-e,normal,19.469,6,cache/cinc2016/e00748.npz,1
e00749,training-e,normal,15.155,5,cache/cinc2016/e00749.npz,3
e00750,training-e,normal,19.279,6,cache/cinc2016/e00750.npz,2
e00751,training-e,normal,19.157,6,cache/cinc2016/e00751.npz,0
e00752,training-e,normal,33.327,12,cache/cinc2016/e00752.npz,4
e00753,training-e,normal,9.654,2,cache/cinc2016/e00753.npz,4
e00754,training-e,normal,39.047,14,cache/cinc2016/e00754.npz,1
e00755,training-e,normal,37.474,13,cache/cinc2016/e00755.npz,4
e00756,training-e,normal,39.136,14,cache/cinc2016/e00756.npz,1
e00757,training-e,normal,31.928,11,cache/cinc2016/e00757.npz,2
e00758,training-e,normal,31.183,11,cache/cinc2016/e00758.npz,3
e00759,training-e,normal,19.543,6,cache/cinc2016/e00759.npz,2
e00760,training-e,normal,24.984,8,cache/cinc2016/e00760.npz,2
e00761,training-e,normal,18.967,6,cache/cinc2016/e00761.npz,4
e00762,training-e,normal,19.0,6,cache/cinc2016/e00762.npz,3
e00763,training-e,normal,25.84,9,cache/cinc2016/e00763.npz,1
e00764,training-e,normal,15.679,5,cache/cinc2016/e00764.npz,1
e00765,training-e,normal,19.412,6,cache/cinc2016/e00765.npz,1
e00766,training-e,abnormal,20.341,7,cache/cinc2016/e00766.npz,2
e00767,training-e,normal,21.994,7,cache/cinc2016/e00767.npz,3
e00768,training-e,normal,17.363,5,cache/cinc2016/e00768.npz,0
e00769,training-e,normal,34.314,12,cache/cinc2016/e00769.npz,0
e00770,training-e,normal,24.925,8,cache/cinc2016/e00770.npz,2
e00771,training-e,normal,39.117,14,cache/cinc2016/e00771.npz,4
e00772,training-e,normal,20.111,7,cache/cinc2016/e00772.npz,3
e00773,training-e,normal,21.589,7,cache/cinc2016/e00773.npz,3
e00774,training-e,normal,12.311,3,cache/cinc2016/e00774.npz,3
e00775,training-e,normal,21.124,7,cache/cinc2016/e00775.npz,3
e00776,training-e,normal,8.319,2,cache/cinc2016/e00776.npz,3
e00777,training-e,normal,21.458,7,cache/cinc2016/e00777.npz,4
e00778,training-e,normal,19.761,6,cache/cinc2016/e00778.npz,3
e00779,training-e,normal,31.056,11,cache/cinc2016/e00779.npz,3
e00780,training-e,normal,18.876,6,cache/cinc2016/e00780.npz,4
e00781,training-e,normal,20.128,7,cache/cinc2016/e00781.npz,3
e00782,training-e,normal,11.24,3,cache/cinc2016/e00782.npz,1
e00783,training-e,normal,26.445,9,cache/cinc2016/e00783.npz,2
e00784,training-e,normal,34.544,12,cache/cinc2016/e00784.npz,0
e00785,training-e,normal,21.265,7,cache/cinc2016/e00785.npz,2
e00786,training-e,normal,24.669,8,cache/cinc2016/e00786.npz,4
e00787,training-e,normal,47.063,17,cache/cinc2016/e00787.npz,2
e00788,training-e,normal,9.687,2,cache/cinc2016/e00788.npz,4
e00789,training-e,normal,13.431,4,cache/cinc2016/e00789.npz,4
e00790,training-e,normal,26.123,9,cache/cinc2016/e00790.npz,3
e00791,training-e,normal,38.303,14,cache/cinc2016/e00791.npz,0
e00792,training-e,abnormal,23.22,8,cache/cinc2016/e00792.npz,0
e00793,training-e,normal,24.675,8,cache/cinc2016/e00793.npz,1
e00794,training-e,normal,16.554,5,cache/cinc2016/e00794.npz,2
e00795,training-e,normal,16.41,5,cache/cinc2016/e00795.npz,1
e00796,training-e,normal,18.782,6,cache/cinc2016/e00796.npz,3
e00797,training-e,normal,23.199,8,cache/cinc2016/e00797.npz,2
e00798,training-e,normal,10.139,3,cache/cinc2016/e00798.npz,0
e00799,training-e,normal,13.469,4,cache/cinc2016/e00799.npz,4
e00800,training-e,normal,35.402,13,cache/cinc2016/e00800.npz,2
e00801,training-e,normal,15.958,5,cache/cinc2016/e00801.npz,2
e00802,training-e,normal,17.982,6,cache/cinc2016/e00802.npz,3
e00803,training-e,normal,18.42,6,cache/cinc2016/e00803.npz,2
e00804,training-e,normal,27.831,10,cache/cinc2016/e00804.npz,2
e00805,training-e,normal,30.121,11,cache/cinc2016/e00805.npz,0
e00806,training-e,normal,22.735,8,cache/cinc2016/e00806.npz,4
e00807,training-e,normal,10.58,3,cache/cinc2016/e00807.npz,1
e00808,training-e,normal,12.645,4,cache/cinc2016/e00808.npz,1
e00809,training-e,normal,17.383,5,cache/cinc2016/e00809.npz,0
e00810,training-e,normal,28.021,10,cache/cinc2016/e00810.npz,2
e00811,training-e,abnormal,22.802,8,cache/cinc2016/e00811.npz,3
e00812,training-e,abnormal,23.7775,8,cache/cinc2016/e00812.npz,3
e00813,training-e,normal,14.154,4,cache/cinc2016/e00813.npz,2
e00814,training-e,normal,19.335,6,cache/cinc2016/e00814.npz,1
e00815,training-e,normal,22.136,7,cache/cinc2016/e00815.npz,4
e00816,training-e,normal,15.857,5,cache/cinc2016/e00816.npz,0
e00817,training-e,normal,26.236,9,cache/cinc2016/e00817.npz,0
e00818,training-e,normal,18.594,6,cache/cinc2016/e00818.npz,0
e00819,training-e,normal,9.95,2,cache/cinc2016/e00819.npz,2
e00820,training-e,normal,26.937,9,cache/cinc2016/e00820.npz,4
e00821,training-e,normal,19.838,6,cache/cinc2016/e00821.npz,0
e00822,training-e,normal,21.629,7,cache/cinc2016/e00822.npz,0
e00823,training-e,normal,13.028,4,cache/cinc2016/e00823.npz,2
e00824,training-e,abnormal,20.016,7,cache/cinc2016/e00824.npz,3
e00825,training-e,normal,28.183,10,cache/cinc2016/e00825.npz,3
e00826,training-e,normal,47.508,18,cache/cinc2016/e00826.npz,3
e00827,training-e,normal,28.561,10,cache/cinc2016/e00827.npz,2
e00828,training-e,normal,56.134,21,cache/cinc2016/e00828.npz,0
e00829,training-e,normal,17.974,6,cache/cinc2016/e00829.npz,4
e00830,training-e,normal,23.135,8,cache/cinc2016/e00830.npz,3
e00831,training-e,normal,14.809,4,cache/cinc2016/e00831.npz,2
e00832,training-e,normal,21.401,7,cache/cinc2016/e00832.npz,2
e00833,training-e,normal,28.488,10,cache/cinc2016/e00833.npz,3
e00834,training-e,normal,35.447,13,cache/cinc2016/e00834.npz,0
e00835,training-e,normal,35.725,13,cache/cinc2016/e00835.npz,0
e00836,training-e,normal,21.243,7,cache/cinc2016/e00836.npz,3
e00837,training-e,normal,18.885,6,cache/cinc2016/e00837.npz,2
e00838,training-e,normal,28.242,10,cache/cinc2016/e00838.npz,1
e00839,training-e,normal,18.016,6,cache/cinc2016/e00839.npz,3
e00840,training-e,normal,19.885,6,cache/cinc2016/e00840.npz,4
e00841,training-e,abnormal,21.084,7,cache/cinc2016/e00841.npz,0
e00842,training-e,normal,59.691,22,cache/cinc2016/e00842.npz,2
e00843,training-e,normal,18.839,6,cache/cinc2016/e00843.npz,2
e00844,training-e,normal,11.057,3,cache/cinc2016/e00844.npz,4
e00845,training-e,normal,47.572,18,cache/cinc2016/e00845.npz,4
e00846,training-e,normal,10.578,3,cache/cinc2016/e00846.npz,2
e00847,training-e,abnormal,13.677,4,cache/cinc2016/e00847.npz,1
e00848,training-e,normal,26.735,9,cache/cinc2016/e00848.npz,0
e00849,training-e,normal,22.658,8,cache/cinc2016/e00849.npz,1
e00850,training-e,normal,23.695,8,cache/cinc2016/e00850.npz,4
e00851,training-e,normal,26.944,9,cache/cinc2016/e00851.npz,0
e00852,training-e,normal,23.7,8,cache/cinc2016/e00852.npz,3
e00853,training-e,normal,26.948,9,cache/cinc2016/e00853.npz,2
e00854,training-e,normal,10.159,3,cache/cinc2016/e00854.npz,4
e00855,training-e,normal,19.757,6,cache/cinc2016/e00855.npz,1
e00856,training-e,normal,12.464,3,cache/cinc2016/e00856.npz,2
e00857,training-e,normal,53.718,20,cache/cinc2016/e00857.npz,3
e00858,training-e,normal,9.097,2,cache/cinc2016/e00858.npz,3
e00859,training-e,normal,50.332,19,cache/cinc2016/e00859.npz,3
e00860,training-e,normal,99.202,38,cache/cinc2016/e00860.npz,0
e00861,training-e,normal,40.313,15,cache/cinc2016/e00861.npz,0
e00862,training-e,normal,23.923,8,cache/cinc2016/e00862.npz,4
e00863,training-e,normal,25.452,9,cache/cinc2016/e00863.npz,2
e00864,training-e,normal,21.049,7,cache/cinc2016/e00864.npz,3
e00865,training-e,normal,21.497,7,cache/cinc2016/e00865.npz,3
e00866,training-e,normal,21.181,7,cache/cinc2016/e00866.npz,4
e00867,training-e,normal,15.665,5,cache/cinc2016/e00867.npz,2
e00868,training-e,normal,22.453,7,cache/cinc2016/e00868.npz,3
e00869,training-e,normal,16.486,5,cache/cinc2016/e00869.npz,1
e00870,training-e,normal,16.439,5,cache/cinc2016/e00870.npz,4
e00871,training-e,abnormal,12.1675,3,cache/cinc2016/e00871.npz,4
e00872,training-e,normal,18.084,6,cache/cinc2016/e00872.npz,0
e00873,training-e,normal,21.928,7,cache/cinc2016/e00873.npz,1
e00874,training-e,normal,22.008,7,cache/cinc2016/e00874.npz,2
e00875,training-e,normal,25.812,9,cache/cinc2016/e00875.npz,3
e00876,training-e,normal,22.204,7,cache/cinc2016/e00876.npz,3
e00877,training-e,normal,22.687,8,cache/cinc2016/e00877.npz,2
e00878,training-e,normal,11.686,3,cache/cinc2016/e00878.npz,1
e00879,training-e,normal,12.471,3,cache/cinc2016/e00879.npz,2
e00880,training-e,abnormal,16.0545,5,cache/cinc2016/e00880.npz,2
e00881,training-e,normal,23.017,8,cache/cinc2016/e00881.npz,0
e00882,training-e,normal,26.514,9,cache/cinc2016/e00882.npz,1
e00883,training-e,normal,24.073,8,cache/cinc2016/e00883.npz,2
e00884,training-e,normal,27.254,9,cache/cinc2016/e00884.npz,0
e00885,training-e,normal,21.5,7,cache/cinc2016/e00885.npz,2
e00886,training-e,normal,26.341,9,cache/cinc2016/e00886.npz,4
e00887,training-e,normal,25.571,9,cache/cinc2016/e00887.npz,0
e00888,training-e,normal,17.196,5,cache/cinc2016/e00888.npz,3
e00889,training-e,normal,29.674,10,cache/cinc2016/e00889.npz,4
e00890,training-e,normal,29.832,10,cache/cinc2016/e00890.npz,3
e00891,training-e,normal,23.975,8,cache/cinc2016/e00891.npz,3
e00892,training-e,normal,12.296,3,cache/cinc2016/e00892.npz,0
e00893,training-e,normal,17.732,6,cache/cinc2016/e00893.npz,4
e00894,training-e,normal,29.273,10,cache/cinc2016/e00894.npz,1
e00895,training-e,normal,26.487,9,cache/cinc2016/e00895.npz,3
e00896,training-e,normal,35.129,13,cache/cinc2016/e00896.npz,1
e00897,training-e,normal,32.502,12,cache/cinc2016/e00897.npz,3
e00898,training-e,normal,28.999,10,cache/cinc2016/e00898.npz,2
e00899,training-e,normal,39.068,14,cache/cinc2016/e00899.npz,0
e00900,training-e,normal,9.463,2,cache/cinc2016/e00900.npz,0
e00901,training-e,normal,17.96,6,cache/cinc2016/e00901.npz,3
e00902,training-e,normal,16.259,5,cache/cinc2016/e00902.npz,3
e00903,training-e,normal,18.851,6,cache/cinc2016/e00903.npz,4
e00904,training-e,normal,16.983,5,cache/cinc2016/e00904.npz,2
e00905,training-e,normal,25.75,9,cache/cinc2016/e00905.npz,1
e00906,training-e,normal,9.489,2,cache/cinc2016/e00906.npz,1
e00907,training-e,normal,10.973,3,cache/cinc2016/e00907.npz,3
e00908,training-e,normal,12.006,3,cache/cinc2016/e00908.npz,0
e00909,training-e,normal,36.915,13,cache/cinc2016/e00909.npz,2
e00910,training-e,normal,29.005,10,cache/cinc2016/e00910.npz,4
e00911,training-e,normal,17.821,6,cache/cinc2016/e00911.npz,4
e00912,training-e,normal,21.912,7,cache/cinc2016/e00912.npz,1
e00913,training-e,normal,17.729,6,cache/cinc2016/e00913.npz,2
e00914,training-e,normal,15.808,5,cache/cinc2016/e00914.npz,4
e00915,training-e,normal,22.138,7,cache/cinc2016/e00915.npz,1
e00916,training-e,normal,18.604,6,cache/cinc2016/e00916.npz,0
e00917,training-e,abnormal,9.9615,2,cache/cinc2016/e00917.npz,1
e00918,training-e,normal,28.494,10,cache/cinc2016/e00918.npz,4
e00919,training-e,normal,12.671,4,cache/cinc2016/e00919.npz,1
e00920,training-e,normal,18.902,6,cache/cinc2016/e00920.npz,1
e00921,training-e,abnormal,40.5445,15,cache/cinc2016/e00921.npz,3
e00922,training-e,normal,9.933,2,cache/cinc2016/e00922.npz,3
e00923,training-e,normal,11.624,3,cache/cinc2016/e00923.npz,1
e00924,training-e,abnormal,30.7485,11,cache/cinc2016/e00924.npz,2
e00925,training-e,abnormal,21.8735,7,cache/cinc2016/e00925.npz,3
e00926,training-e,normal,22.709,8,cache/cinc2016/e00926.npz,2
e00927,training-e,normal,12.326,3,cache/cinc2016/e00927.npz,4
e00928,training-e,normal,9.259,2,cache/cinc2016/e00928.npz,1
e00929,training-e,abnormal,10.194,3,cache/cinc2016/e00929.npz,4
e00930,training-e,normal,16.666,5,cache/cinc2016/e00930.npz,2
e00931,training-e,normal,24.335,8,cache/cinc2016/e00931.npz,0
e00932,training-e,normal,24.851,8,cache/cinc2016/e00932.npz,4
e00933,training-e,normal,16.634,5,cache/cinc2016/e00933.npz,2
e00934,training-e,normal,27.069,9,cache/cinc2016/e00934.npz,3
e00935,training-e,abnormal,16.556,5,cache/cinc2016/e00935.npz,2
e00936,training-e,abnormal,11.912,3,cache/cinc2016/e00936.npz,1
e00937,training-e,normal,20.612,7,cache/cinc2016/e00937.npz,1
e00938,training-e,normal,27.618,10,cache/cinc2016/e00938.npz,3
e00939,training-e,normal,22.039,7,cache/cinc2016/e00939.npz,4
e00940,training-e,normal,12.044,3,cache/cinc2016/e00940.npz,3
e00941,training-e,normal,25.591,9,cache/cinc2016/e00941.npz,2
e00942,training-e,normal,28.273,10,cache/cinc2016/e00942.npz,2
e00943,training-e,normal,20.484,7,cache/cinc2016/e00943.npz,4
e00944,training-e,normal,15.948,5,cache/cinc2016/e00944.npz,1
e00945,training-e,normal,37.198,13,cache/cinc2016/e00945.npz,3
e00946,training-e,normal,23.795,8,cache/cinc2016/e00946.npz,0
e00947,training-e,normal,8.962,2,cache/cinc2016/e00947.npz,3
e00948,training-e,normal,17.419,5,cache/cinc2016/e00948.npz,4
e00949,training-e,normal,21.28,7,cache/cinc2016/e00949.npz,3
e00950,training-e,normal,18.34,6,cache/cinc2016/e00950.npz,4
e00951,training-e,normal,24.551,8,cache/cinc2016/e00951.npz,1
e00952,training-e,normal,8.632,2,cache/cinc2016/e00952.npz,3
e00953,training-e,normal,89.272,34,cache/cinc2016/e00953.npz,4
e00954,training-e,normal,10.721,3,cache/cinc2016/e00954.npz,0
e00955,training-e,normal,20.256,7,cache/cinc2016/e00955.npz,0
e00956,training-e,normal,19.152,6,cache/cinc2016/e00956.npz,3
e00957,training-e,normal,38.103,14,cache/cinc2016/e00957.npz,0
e00958,training-e,normal,19.551,6,cache/cinc2016/e00958.npz,1
e00959,training-e,normal,9.553,2,cache/cinc2016/e00959.npz,3
e00960,training-e,normal,21.377,7,cache/cinc2016/e00960.npz,1
e00961,training-e,normal,36.097,13,cache/cinc2016/e00961.npz,3
e00962,training-e,normal,27.193,9,cache/cinc2016/e00962.npz,2
e00963,training-e,normal,27.466,9,cache/cinc2016/e00963.npz,4
e00964,training-e,normal,42.207,15,cache/cinc2016/e00964.npz,0
e00965,training-e,normal,12.678,4,cache/cinc2016/e00965.npz,0
e00966,training-e,normal,24.022,8,cache/cinc2016/e00966.npz,1
e00967,training-e,abnormal,9.1255,2,cache/cinc2016/e00967.npz,2
e00968,training-e,normal,17.229,5,cache/cinc2016/e00968.npz,1
e00969,training-e,normal,19.32,6,cache/cinc2016/e00969.npz,2
e00970,training-e,normal,38.745,14,cache/cinc2016/e00970.npz,4
e00971,training-e,normal,33.599,12,cache/cinc2016/e00971.npz,0
e00972,training-e,normal,22.911,8,cache/cinc2016/e00972.npz,2
e00973,training-e,normal,41.585,15,cache/cinc2016/e00973.npz,1
e00974,training-e,normal,29.324,10,cache/cinc2016/e00974.npz,4
e00975,training-e,normal,16.314,5,cache/cinc2016/e00975.npz,3
e00976,training-e,normal,19.95,6,cache/cinc2016/e00976.npz,0
e00977,training-e,normal,26.749,9,cache/cinc2016/e00977.npz,0
e00978,training-e,normal,26.452,9,cache/cinc2016/e00978.npz,1
e00979,training-e,normal,39.214,14,cache/cinc2016/e00979.npz,0
e00980,training-e,abnormal,16.951,5,cache/cinc2016/e00980.npz,2
e00981,training-e,normal,37.619,14,cache/cinc2016/e00981.npz,4
e00982,training-e,normal,26.057,9,cache/cinc2016/e00982.npz,4
e00983,training-e,normal,18.246,6,cache/cinc2016/e00983.npz,1
e00984,training-e,normal,8.629,2,cache/cinc2016/e00984.npz,3
e00985,training-e,normal,16.275,5,cache/cinc2016/e00985.npz,4
e00986,training-e,normal,15.827,5,cache/cinc2016/e00986.npz,3
e00987,training-e,normal,17.443,5,cache/cinc2016/e00987.npz,2
e00988,training-e,normal,11.575,3,cache/cinc2016/e00988.npz,1
e00989,training-e,normal,15.477,5,cache/cinc2016/e00989.npz,0
e00990,training-e,normal,17.706,6,cache/cinc2016/e00990.npz,2
e00991,training-e,normal,13.41,4,cache/cinc2016/e00991.npz,2
e00992,training-e,normal,48.211,18,cache/cinc2016/e00992.npz,1
e00993,training-e,normal,19.838,6,cache/cinc2016/e00993.npz,1
e00994,training-e,normal,8.272,2,cache/cinc2016/e00994.npz,0
e00995,training-e,normal,20.443,7,cache/cinc2016/e00995.npz,1
e00996,training-e,normal,12.915,4,cache/cinc2016/e00996.npz,1
e00997,training-e,normal,26.363,9,cache/cinc2016/e00997.npz,2
e00998,training-e,abnormal,21.711,7,cache/cinc2016/e00998.npz,2
e00999,training-e,normal,30.578,11,cache/cinc2016/e00999.npz,0
e01000,training-e,normal,17.769,6,cache/cinc2016/e01000.npz,1
e01001,training-e,normal,28.015,10,cache/cinc2016/e01001.npz,0
e01002,training-e,normal,19.16,6,cache/cinc2016/e01002.npz,3
e01003,training-e,normal,50.117,19,cache/cinc2016/e01003.npz,2
e01004,training-e,normal,15.107,5,cache/cinc2016/e01004.npz,2
e01005,training-e,normal,21.353,7,cache/cinc2016/e01005.npz,4
e01006,training-e,normal,20.381,7,cache/cinc2016/e01006.npz,4
e01007,training-e,normal,8.12,2,cache/cinc2016/e01007.npz,2
e01008,training-e,normal,37.235,13,cache/cinc2016/e01008.npz,4
e01009,training-e,normal,26.924,9,cache/cinc2016/e01009.npz,3
e01010,training-e,normal,93.731,36,cache/cinc2016/e01010.npz,0
e01011,training-e,normal,11.067,3,cache/cinc2016/e01011.npz,3
e01012,training-e,normal,10.61,3,cache/cinc2016/e01012.npz,4
e01013,training-e,abnormal,21.5485,7,cache/cinc2016/e01013.npz,1
e01014,training-e,normal,18.285,6,cache/cinc2016/e01014.npz,3
e01015,training-e,normal,41.481,15,cache/cinc2016/e01015.npz,4
e01016,training-e,abnormal,22.9415,8,cache/cinc2016/e01016.npz,4
e01017,training-e,normal,16.125,5,cache/cinc2016/e01017.npz,4
e01018,training-e,normal,28.014,10,cache/cinc2016/e01018.npz,4
e01019,training-e,normal,17.337,5,cache/cinc2016/e01019.npz,3
e01020,training-e,normal,21.262,7,cache/cinc2016/e01020.npz,2
e01021,training-e,normal,37.649,14,cache/cinc2016/e01021.npz,1
e01022,training-e,normal,9.628,2,cache/cinc2016/e01022.npz,3
e01023,training-e,normal,30.356,11,cache/cinc2016/e01023.npz,0
e01024,training-e,normal,24.425,8,cache/cinc2016/e01024.npz,3
e01025,training-e,normal,9.082,2,cache/cinc2016/e01025.npz,2
e01026,training-e,normal,22.023,7,cache/cinc2016/e01026.npz,1
e01027,training-e,normal,20.672,7,cache/cinc2016/e01027.npz,0
e01028,training-e,normal,19.512,6,cache/cinc2016/e01028.npz,4
e01029,training-e,normal,16.301,5,cache/cinc2016/e01029.npz,0
e01030,training-e,normal,50.229,19,cache/cinc2016/e01030.npz,2
e01031,training-e,normal,21.79,7,cache/cinc2016/e01031.npz,0
e01032,training-e,normal,16.457,5,cache/cinc2016/e01032.npz,3
e01033,training-e,normal,12.692,4,cache/cinc2016/e01033.npz,0
e01034,training-e,normal,22.646,8,cache/cinc2016/e01034.npz,3
e01035,training-e,normal,23.936,8,cache/cinc2016/e01035.npz,0
e01036,training-e,normal,46.606,17,cache/cinc2016/e01036.npz,0
e01037,training-e,normal,23.502,8,cache/cinc2016/e01037.npz,0
e01038,training-e,normal,22.154,7,cache/cinc2016/e01038.npz,1
e01039,training-e,normal,40.869,15,cache/cinc2016/e01039.npz,2
e01040,training-e,normal,21.158,7,cache/cinc2016/e01040.npz,4
e01041,training-e,normal,29.219,10,cache/cinc2016/e01041.npz,2
e01042,training-e,normal,29.858,10,cache/cinc2016/e01042.npz,4
e01043,training-e,normal,26.897,9,cache/cinc2016/e01043.npz,0
e01044,training-e,normal,12.112,3,cache/cinc2016/e01044.npz,3
e01045,training-e,normal,45.175,17,cache/cinc2016/e01045.npz,4
e01046,training-e,normal,13.665,4,cache/cinc2016/e01046.npz,4
e01047,training-e,normal,12.219,3,cache/cinc2016/e01047.npz,0
e01048,training-e,normal,28.636,10,cache/cinc2016/e01048.npz,0
e01049,training-e,normal,28.55,10,cache/cinc2016/e01049.npz,3
